"cod_servico";"dia_vencimento";"valor";"plano";"meses_contrato";"equipamento";"qtd_atendimento";"qtd_ordemservico";"cod_cidade";"contrato"
389619;4;179.0;4100;1.0;"";8;1;890;11
389620;4;179.0;4100;1.0;"";9;1;890;11
389622;5;109.9;3583;1.0;"";5;1;805;11
389623;5;109.9;3566;1.0;"";2;1;890;11
389624;4;144.9;3565;1.0;"{""onu_type"":""HG6145E""}";3;1;930;11
389625;4;144.9;3565;1.0;"";5;1;1122;11
389627;4;109.9;3566;1.0;"";4;1;890;11
389628;4;179.9;3569;0.0;"";5;1;1074;11
389630;4;109.9;3566;1.0;"";3;1;5645;11
389634;88;144.9;3580;1.0;"";4;1;805;11
389640;5;144.9;3565;1.0;"";2;1;1021;11
389647;85;109.9;4077;1.0;"";3;1;2293;13
389648;5;109.9;3566;1.0;"";3;1;890;11
389649;5;109.9;3566;1.0;"";1;0;890;11
389652;11;109.9;3566;1.0;"";4;1;890;11
389654;5;109.9;3566;1.0;"";2;1;890;11
389655;4;144.9;3580;1.0;"{""onu_type"":""5506-SFU""}";4;1;805;11
389656;4;144.9;3580;1.0;"";2;1;805;11
389658;10;0.0;4296;1.0;"";0;0;915;11
389662;4;109.9;3566;1.0;"";4;1;1015;11
389664;4;109.9;3583;1.0;"{""onu_type"":""5506-01-A1""}";2;1;805;11
389665;88;144.9;3565;1.0;"";8;1;1122;11
389666;10;109.9;3566;1.0;"";2;1;890;11
389667;5;109.9;3566;1.0;"{""onu_type"":""5506-SFU""}";2;1;1047;11
389670;10;0.0;4296;1.0;"";1;0;915;11
389672;5;109.9;3566;7.0;"{""interface"":""gpon-onu_1\/4\/3:78"",""onu_type"":""F670LV1.1.01\r"",""state"":""working"",""distance"":""1935m"",""ont_rx_power"":-27.822,""rx_signal"":-23.012}";1;0;890;11
389673;7;144.9;3565;1.0;"";5;1;890;11
389680;5;109.9;3583;1.0;"";3;1;805;11
389681;9;109.9;3566;0.0;"";2;1;1074;11
389683;5;109.9;3566;1.0;"{""onu_type"":""5506-SFU""}";3;1;1047;11
389686;6;109.9;3566;0.0;"";2;1;1074;11
389694;4;109.9;3583;1.0;"";5;1;805;11
389696;6;109.9;3566;7.0;"";0;0;1009;11
389700;4;144.9;3580;1.0;"{""onu_type"":""5506-SFU""}";11;2;805;11
389701;6;109.9;3566;1.0;"[]";3;2;1047;11
389707;7;109.9;3583;1.0;"{""onu_type"":""5506-SFU""}";3;1;805;4
389708;7;109.9;3566;1.0;"";2;1;1122;11
389711;5;109.9;3566;1.0;"";5;3;1015;11
389712;9;109.9;3566;1.0;"";3;1;953;11
389719;5;144.9;3580;1.0;"";5;1;805;11
389723;9;144.9;3565;1.0;"";7;3;890;11
389724;5;89.9;4120;1.0;"";1;1;1005;11
389726;4;109.9;3566;0.0;"";3;1;1074;11
389729;4;144.9;3565;1.0;"{""onu_type"":""5506-SFU""}";3;1;1047;11
389749;88;109.9;3566;1.0;"{""onu_type"":""HG6145E""}";2;1;1077;11
389751;7;109.9;3566;1.0;"";13;2;1122;11
389753;88;144.9;3565;1.0;"";6;2;890;11
389756;6;299.0;4300;1.0;"{""onu_type"":""HG6145E""}";7;1;1009;11
389758;9;109.9;3566;1.0;"{""onu_type"":""HG6145E""}";4;1;1077;11
389761;5;109.9;3566;1.0;"";8;1;890;11
389765;10;144.9;3565;1.0;"";3;1;947;11
389766;6;299.0;4300;1.0;"";6;1;1009;11
389770;89;109.9;3566;0.0;"";6;1;890;11
389772;88;109.9;3566;6.0;"{""interface"":""gpon-onu_1\/9\/5:29"",""onu_type"":""ZTE-F601\r"",""state"":""working"",""distance"":""8500m""}";1;0;1122;11
389773;14;109.9;3566;1.0;"{""onu_type"":""HG6145E""}";3;1;1009;11
389775;5;109.9;3566;1.0;"";2;1;890;9
389776;4;109.9;3566;1.0;"{""onu_type"":""5506-SFU""}";2;1;1047;11
389780;12;109.9;3583;1.0;"";3;1;805;11
389782;88;109.9;3583;1.0;"";3;1;805;11
389783;7;109.9;3566;7.0;"";1;0;1074;14
389784;5;144.9;3580;1.0;"{""onu_type"":""5506-SFU""}";2;1;805;11
389788;5;144.9;3580;1.0;"{""onu_type"":""unKnown""}";2;1;805;11
389791;5;109.9;3566;1.0;"";9;2;890;11
389796;7;109.9;3583;1.0;"";3;2;805;11
389797;7;109.9;3566;1.0;"";3;1;890;9
389799;88;144.9;3565;6.0;"";0;0;1009;11
389801;7;109.9;3566;1.0;"";28;1;5645;11
389803;6;109.9;3566;1.0;"";7;1;890;11
389805;5;144.9;3580;1.0;"";6;3;805;11
389813;4;144.9;3580;0.0;"";3;1;805;11
389820;6;144.9;3580;0.0;"";11;2;805;11
389821;9;109.9;3583;1.0;"";2;1;805;11
389822;4;109.9;3566;1.0;"";5;2;953;11
389823;5;144.9;3565;0.0;"";3;1;1104;11
389824;10;109.9;3566;1.0;"";4;1;906;11
389832;4;109.9;3566;1.0;"";2;1;890;11
389833;5;109.9;3566;1.0;"";3;2;906;11
389841;5;109.9;4077;1.0;"";2;1;2293;11
389842;6;109.9;3566;1.0;"";4;1;906;11
389843;4;109.9;3583;1.0;"";2;1;805;11
389844;9;109.9;3566;1.0;"";3;1;953;11
389846;7;109.9;3566;1.0;"{""onu_type"":""unKnown""}";2;1;1047;11
389847;6;109.9;3566;1.0;"";2;1;890;11
389858;4;109.9;3583;5.0;"{""onu_type"":""5506-01-A1""}";0;0;805;11
389867;9;209.9;3581;1.0;"";3;1;805;11
389868;7;109.9;3566;0.0;"";6;1;890;11
389874;90;144.9;3565;1.0;"";3;2;1021;11
389876;5;144.9;3580;1.0;"{""onu_type"":""AN5506-SFU""}";2;1;805;11
389878;5;144.9;3565;1.0;"{""rx_signal"":""-21.68"",""tx_signal"":""-22.28"",""distance"":""0.779""}";2;0;915;11
389879;5;144.9;3565;1.0;"";6;1;890;11
389880;87;109.9;3583;1.0;"";6;1;805;11
389881;4;144.9;3565;1.0;"{""onu_type"":""HG6145E""}";3;1;930;11
389884;5;109.9;3566;0.0;"";2;1;890;11
389889;10;489.58;4116;0.0;"";1;1;1104;9
389894;5;109.9;3566;6.0;"";0;0;890;11
389897;6;109.9;3583;1.0;"";3;1;805;11
389899;88;144.9;3565;5.0;"{""onu_type"":""5506-01-A1""}";7;1;1009;11
389903;7;109.9;3583;0.0;"";2;2;805;11
389904;5;109.9;3583;0.0;"";5;1;805;11
389915;4;109.9;3566;0.0;"";2;1;1074;11
389917;10;109.9;3566;1.0;"";3;1;1093;11
389919;14;0.0;3580;1.0;"";2;1;805;11
389921;89;109.9;3566;0.0;"";2;1;947;11
389923;7;109.9;3566;1.0;"";7;1;890;11
389930;88;109.9;3566;1.0;"{""onu_type"":""unKnown""}";3;1;1047;11
389933;4;109.9;3583;0.0;"";14;3;805;11
389935;14;0.0;3565;1.0;"";5;1;890;11
389938;4;179.0;4105;0.0;"";4;2;805;11
389940;14;109.9;3583;0.0;"";3;1;805;11
389941;6;109.9;3566;6.0;"[]";2;0;947;11
389942;7;144.9;3565;1.0;"";3;1;890;14
389944;10;109.9;3566;1.0;"{""rx_signal"":""-20.9"",""tx_signal"":""-19.4"",""model"":""R1v2"",""distance"":""0.6395""}";2;1;915;11
389945;4;109.9;3566;0.0;"{""interface"":""gpon-onu_1\/3\/14:51"",""onu_type"":""F670LV9.0\r"",""state"":""working"",""distance"":""3396m""}";12;1;1122;11
389949;4;150.0;4169;1.0;"";1;1;1484;11
389953;5;144.9;3565;1.0;"{""onu_type"":""5506-SFU""}";2;1;1047;11
389954;14;0.0;4320;1.0;"";1;1;1005;11
389955;9;144.9;3565;1.0;"{""interface"":""gpon-onu_1\/2\/9:13"",""onu_type"":""ZTE-F670L\r"",""state"":""working"",""distance"":""1347m""}";3;1;1122;11
389959;9;89.9;4120;1.0;"";3;1;1077;11
389960;4;109.9;3583;0.0;"{""onu_type"":""unKnown""}";6;2;805;11
389962;6;109.9;3566;5.0;"";1;0;930;11
389964;5;109.9;3566;7.0;"";5;0;953;11
389965;5;144.9;3580;1.0;"";4;1;805;11
389976;4;109.9;3583;0.0;"";3;1;805;11
389978;4;144.9;3565;1.0;"";2;1;890;11
389980;9;109.9;3566;1.0;"";2;1;890;11
389982;5;144.9;3580;6.0;"";4;0;805;11
389984;12;179.9;3582;0.0;"";5;2;805;11
389986;4;144.9;3565;1.0;"";5;1;890;11
389987;5;144.9;4062;1.0;"";2;1;2293;11
389991;7;109.9;4077;1.0;"";5;1;2293;11
389992;10;109.9;4316;1.0;"";3;1;929;11
389995;4;109.9;3583;1.0;"";4;1;805;11
389998;84;109.9;3566;0.0;"{""interface"":""gpon-onu_1\/3\/8:2"",""onu_type"":""F670LV9.0\r"",""state"":""working"",""distance"":""6851m"",""ont_rx_power"":-26.711,""rx_signal"":-21.192}";3;1;890;11
390000;5;139.9;4361;0.0;"";11;1;1015;11
390001;4;144.9;3580;1.0;"";7;1;805;11
390003;5;109.9;3566;1.0;"";3;1;890;11
390004;4;109.9;3583;1.0;"";2;1;805;11
390005;88;144.9;3580;1.0;"";4;1;805;11
390006;4;179.9;3582;0.0;"";10;1;805;11
390007;5;144.9;3580;1.0;"";2;1;805;11
390009;4;109.9;4078;1.0;"";2;1;1484;11
390010;6;109.9;3583;1.0;"";2;1;805;11
390012;4;109.9;3583;1.0;"{""onu_type"":""AN5506-SFU""}";2;1;805;11
390013;5;109.9;3566;0.0;"";5;2;947;11
390016;4;109.9;4078;1.0;"";2;1;1484;11
390018;4;109.9;3566;5.0;"";2;1;1074;11
390023;5;109.9;3566;1.0;"";3;1;890;11
390026;11;144.9;3580;1.0;"";3;1;805;14
390027;86;109.9;3566;1.0;"";2;1;890;11
390028;5;144.9;3565;1.0;"{""interface"":""gpon-onu_1\/7\/6:43"",""onu_type"":""F670LV9.0\r"",""state"":""working"",""distance"":""5199m"",""ont_rx_power"":-26.82,""rx_signal"":-23.372}";5;2;890;11
390030;88;109.9;3583;1.0;"";6;2;805;11
390032;97;144.9;3565;6.0;"";0;0;1009;11
390033;5;109.9;3583;1.0;"";2;1;805;11
390034;88;144.9;3565;1.0;"{""onu_type"":""5506-SFU""}";11;2;1047;11
390037;4;109.9;3566;1.0;"{""interface"":""gpon-onu_1\/6\/8:90"",""onu_type"":""F670LV9.0\r"",""state"":""LOS"",""distance"":""2517m"",""ont_rx_power"":0,""rx_signal"":0}";11;3;890;11
390039;5;109.9;3566;0.0;"";3;1;5645;11
390044;5;144.9;3580;1.0;"";3;1;805;11
390046;13;109.9;3566;1.0;"";2;1;890;11
390048;88;109.9;3566;1.0;"{""onu_type"":""5506-01-A1""}";6;3;915;11
390057;4;109.9;3566;0.0;"";4;3;1074;11
390059;6;109.9;3566;0.0;"";2;1;1005;11
390060;4;109.9;3566;0.0;"";5;1;890;11
390061;4;144.9;3580;1.0;"{""onu_type"":""unKnown""}";2;1;805;11
390062;5;99.9;4203;7.0;"{""onu_type"":""5506-01-A1""}";17;1;805;11
390067;14;144.9;3565;1.0;"{""temperature"":""36.00"",""voltage"":""3.34"",""rx_signal"":""-20.91"",""tx_signal"":""-21.36"",""model"":""5506-01-A1""}";6;2;1028;9
390068;5;109.9;4077;1.0;"";2;1;2293;11
390069;6;109.9;3583;1.0;"";2;1;805;11
390073;5;179.9;3582;1.0;"{""onu_type"":""HG260""}";4;1;805;11
390076;6;144.9;3580;1.0;"";10;2;805;11
390077;6;109.9;3566;5.0;"";1;0;1009;11
390078;4;109.9;3566;1.0;"";3;1;5645;11
390080;5;109.9;3583;1.0;"";4;1;805;11
390085;88;144.9;3565;5.0;"{""onu_type"":""HG6145E""}";3;1;1009;11
390086;7;179.9;3569;0.0;"{""onu_type"":""HG260""}";8;1;1047;14
390088;4;109.9;3566;1.0;"";2;1;1047;11
390096;7;109.9;3566;0.0;"";2;1;890;11
390097;7;109.9;3566;0.0;"";10;2;890;11
390098;6;144.9;3580;8.0;"";2;1;805;11
390099;5;109.9;3566;1.0;"";5;2;890;11
390103;5;109.9;3566;1.0;"";9;3;890;9
390105;5;109.9;3566;0.0;"";2;1;5645;11
390106;88;144.9;3565;8.0;"";4;0;1009;11
390108;5;109.9;3566;1.0;"";3;1;890;11
390109;4;109.9;3566;0.0;"";3;1;1052;11
390111;4;109.9;3566;1.0;"";3;1;1052;11
390114;10;109.9;3583;1.0;"";21;3;805;11
390117;11;144.9;3565;1.0;"";3;2;1105;9
390118;7;109.9;3583;0.0;"";2;2;805;11
390122;4;109.9;3566;1.0;"";1;1;890;11
390123;9;109.9;3566;1.0;"";5;1;1122;11
390125;6;144.9;3565;1.0;"";6;1;1005;11
390128;85;179.9;4072;8.0;"";4;1;2293;11
390130;5;109.9;3566;3.0;"";0;0;890;11
390135;4;109.9;3566;0.0;"";4;1;890;11
390138;4;144.9;3580;1.0;"";6;2;805;11
390139;7;109.9;3566;0.0;"";6;1;1122;11
390140;97;109.9;3566;1.0;"";6;2;890;11
390141;11;179.9;3569;1.0;"";7;2;890;11
390142;6;109.9;3566;1.0;"";2;1;890;11
390144;4;144.9;3565;1.0;"{""onu_type"":""unKnown""}";3;1;1047;11
390145;5;144.9;3580;0.0;"";2;1;805;11
390146;4;109.9;3566;0.0;"{""onu_type"":""HG6145E""}";4;1;1077;11
390147;7;109.9;3583;0.0;"";3;1;805;11
390150;5;144.9;3565;0.0;"";11;1;890;11
390151;5;109.9;3583;1.0;"{""onu_type"":""5506-01-A1""}";3;1;805;11
390152;4;109.9;3566;0.0;"{""onu_type"":""HG6145E""}";3;1;1077;11
390154;97;109.9;3583;1.0;"{""onu_type"":""5506-SFU""}";2;1;805;11
390155;7;144.9;3565;0.0;"";8;1;890;11
390156;4;109.9;3566;0.0;"";7;2;890;11
390157;14;109.9;3583;1.0;"";16;4;805;11
390158;4;109.9;3566;0.0;"";2;1;890;11
390159;4;109.9;3583;0.0;"";4;1;805;11
390160;5;144.9;3565;0.0;"";4;1;890;11
390161;14;144.9;3565;0.0;"{""onu_type"":""unKnown""}";7;2;1047;14
390162;12;179.9;3569;0.0;"";3;1;890;11
390163;7;109.9;3566;0.0;"";4;1;890;11
390164;87;179.9;4072;1.0;"";5;1;2293;11
390166;4;109.9;3583;0.0;"";2;1;805;11
390167;4;109.9;3583;0.0;"";2;1;805;11
390168;7;109.9;3566;0.0;"";4;2;1093;11
390169;9;109.9;3566;1.0;"{""rx_signal"":""-18.2"",""tx_signal"":"""",""model"":""R1v2"",""distance"":""2.1380""}";3;2;915;11
390170;6;109.9;3566;0.0;"";4;2;947;11
390172;4;109.9;3566;1.0;"";1;1;990;11
390177;89;144.9;3565;1.0;"";1;0;948;11
390178;6;179.0;4100;0.0;"{""onu_type"":""HG6145E""}";3;2;1077;11
390179;4;144.9;3580;0.0;"";4;1;805;11
390182;5;144.9;3565;1.0;"";3;1;890;11
390183;5;209.9;3581;0.0;"";13;5;805;11
390184;4;144.9;3565;0.0;"{""onu_type"":""HG6145E""}";2;1;1009;11
390187;86;109.9;4077;0.0;"";4;1;2293;11
390191;4;229.0;4101;1.0;"";4;1;890;11
390192;4;150.0;4169;1.0;"";1;1;1484;11
390193;5;109.9;3566;0.0;"";4;2;1122;11
390200;11;109.9;3566;0.0;"{""onu_type"":""5506-01-A1""}";6;2;915;11
390201;5;109.9;3566;0.0;"{""interface"":""gpon-onu_1\/3\/6:53"",""onu_type"":""ZTE-F601\r"",""state"":""working"",""distance"":""5692m""}";15;1;1122;11
390202;7;109.9;3583;1.0;"{""onu_type"":""5506-01-A1""}";3;1;805;11
390203;7;109.9;3566;0.0;"{""onu_type"":""HG6145E""}";6;1;1009;11
390210;5;139.9;4361;0.0;"";10;1;947;11
390211;5;139.9;4361;0.0;"{""rx_signal"":""-21.87"",""tx_signal"":""-25.23"",""distance"":""1.298""}";3;1;977;11
390213;7;144.9;3565;1.0;"";6;1;890;11
390218;6;109.9;3566;1.0;"";6;1;1122;11
390220;6;109.9;3566;0.0;"";2;1;890;11
390222;7;109.9;3566;0.0;"";4;2;1015;11
390223;7;109.9;3566;1.0;"";4;1;5645;11
390224;14;0.0;4141;0.0;"";3;1;805;11
390225;88;144.9;3565;0.0;"{""onu_type"":""5506-01-A1""}";2;1;915;11
390226;6;109.9;3566;1.0;"";2;1;1101;11
390227;5;144.9;3580;0.0;"{""interface"":""gpon-onu_1\/2\/9:12"",""onu_type"":""ZTE-F601\r"",""state"":""working"",""distance"":""4928m"",""ont_rx_power"":-23.391,""rx_signal"":-20.555}";5;1;805;11
390228;7;144.9;3565;1.0;"{""interface"":""gpon-onu_1\/6\/3:98"",""onu_type"":""F670LV9.0\r"",""state"":""working"",""distance"":""2050m"",""ont_rx_power"":-25.157,""rx_signal"":-23.098}";8;1;890;11
390233;5;109.9;3566;7.0;"";7;1;928;11
390235;4;109.9;3566;0.0;"{""onu_type"":""HG6145E""}";3;1;1009;11
390236;94;139.9;4355;0.0;"";3;1;805;11
390239;7;109.9;3566;1.0;"{""interface"":""gpon-onu_1\/4\/6:100"",""onu_type"":""F670LV9.0\r"",""state"":""working"",""distance"":""2445m"",""ont_rx_power"":-21.861,""rx_signal"":-20.316}";3;1;890;11
390240;4;109.9;3566;1.0;"";4;1;953;11
390243;5;109.9;3566;1.0;"";2;1;890;11
390244;5;144.9;3565;0.0;"{""onu_type"":""5506-01-A1""}";6;2;1028;11
390245;7;144.9;3580;0.0;"";7;1;805;11
390246;6;109.9;3566;8.0;"";2;1;928;11
390247;4;109.9;3583;1.0;"";3;2;805;11
390248;5;109.9;3583;0.0;"";3;1;805;11
390250;7;109.9;3566;1.0;"";2;1;890;11
390257;5;109.9;3566;0.0;"{""interface"":""gpon-onu_1\/6\/1:46"",""onu_type"":""ZTE-F601\r"",""state"":""working"",""distance"":""7131m""}";2;1;1122;11
390258;5;144.9;3580;0.0;"";11;2;805;11
390265;7;109.9;3566;0.0;"";5;1;953;11
390267;5;109.9;3566;1.0;"";2;1;990;11
390268;14;179.9;3569;0.0;"";3;1;1005;11
390269;5;109.9;3566;1.0;"{""onu_type"":""AN5506-SFU""}";2;1;1122;11
390270;14;109.9;3583;0.0;"";2;1;805;11
390272;6;144.9;3580;0.0;"";5;1;805;11
390273;4;109.9;3566;0.0;"";3;1;890;11
390275;4;144.9;3580;0.0;"";3;1;805;11
390276;7;109.9;3566;5.0;"";8;0;1122;11
390279;4;109.9;3566;0.0;"{""onu_type"":""unKnown""}";4;1;1047;11
390286;4;144.9;3565;0.0;"";4;1;890;11
390287;7;179.9;3582;0.0;"";5;1;805;11
390289;9;139.9;4361;0.0;"";2;1;1122;11
390293;5;109.9;3566;0.0;"{""onu_type"":""AN5506-SFU""}";3;1;1122;11
390296;7;109.9;3566;5.0;"";2;1;890;11
390297;5;109.9;3566;6.0;"{""onu_type"":""5506-SFU""}";6;0;1047;11
390299;7;144.9;3565;1.0;"";9;2;947;11
390300;6;109.9;3566;0.0;"";3;1;890;11
390301;6;109.9;3583;6.0;"";2;1;805;11
390306;4;109.9;3583;0.0;"";3;1;805;11
390307;6;144.9;3565;1.0;"";7;1;890;11
390308;10;109.9;3566;0.0;"";15;3;947;11
390309;11;139.9;4361;0.0;"";4;1;890;11
390310;4;109.9;3566;0.0;"{""onu_type"":""HG6145E""}";2;1;930;11
390314;5;109.9;3566;0.0;"";5;2;890;11
390315;6;144.9;3565;0.0;"{""onu_type"":""5506-01-A1""}";6;1;915;11
390318;11;109.9;3566;0.0;"";4;1;890;14
390321;5;109.9;3583;0.0;"";4;1;805;11
390322;7;109.9;3566;0.0;"";3;1;1122;11
390323;5;109.9;3566;0.0;"{""onu_type"":""unKnown""}";6;1;1047;11
390328;7;109.9;3566;0.0;"{""onu_type"":""HG6145E""}";2;1;1009;11
390331;7;179.9;3582;0.0;"";4;3;805;11
390333;12;144.9;3565;8.0;"[]";1;0;1122;11
390334;4;139.9;4361;0.0;"";5;1;890;11
390336;5;109.9;3566;0.0;"";1;1;1005;11
390337;4;139.9;4361;0.0;"";2;1;890;11
390338;4;139.9;4361;0.0;"{""interface"":""gpon-onu_1\/3\/3:18"",""onu_type"":""F670LV9.0\r"",""state"":""working"",""distance"":""3263m"",""ont_rx_power"":-27.178,""rx_signal"":-24.317}";8;2;890;11
390339;5;109.9;3566;0.0;"";2;1;1122;11
390341;6;109.9;3566;0.0;"";3;1;890;11
390344;4;144.9;3580;0.0;"";5;1;805;11
390345;5;144.9;3565;0.0;"";3;1;890;11
390347;5;109.9;3566;0.0;"";5;1;890;11
390352;4;144.9;3565;0.0;"";2;1;890;11
390353;13;179.9;3569;0.0;"{""onu_type"":""HG6145E""}";4;1;1009;11
390354;6;144.9;3565;0.0;"";3;2;890;11
390356;9;139.9;4361;0.0;"";8;1;948;11
390361;6;109.9;3566;0.0;"{""onu_type"":""HG6145E""}";10;1;1009;11
390363;4;179.9;3569;6.0;"{""onu_type"":""5506-SFU""}";1;0;1047;11
390365;10;0.0;2263;1.0;"";0;0;977;9
390367;7;109.9;3566;0.0;"{""onu_type"":""unKnown""}";5;1;1047;11
390375;11;109.9;3566;0.0;"";2;1;890;11
390376;5;109.9;3566;0.0;"";4;2;1122;11
390380;5;109.9;3566;0.0;"";3;1;890;11
390381;9;144.9;3580;0.0;"{""onu_type"":""5506-SFU""}";7;2;805;11
390385;5;109.9;3566;0.0;"{""onu_type"":""HG6145E""}";3;1;1009;11
390386;5;109.9;3566;0.0;"";2;1;947;11
390388;80;139.9;4361;0.0;"";2;1;890;11
390390;10;109.9;3566;8.0;"";1;0;906;11
390392;5;179.0;4100;0.0;"";2;2;890;11
390396;7;109.9;3566;0.0;"";2;2;906;11
390399;5;89.9;4120;5.0;"";1;1;1005;11
390400;5;109.9;3583;0.0;"";2;1;805;11
390403;5;209.9;3570;0.0;"";3;1;890;11
390406;6;139.9;4355;0.0;"";3;1;805;11
390410;14;139.9;4361;0.0;"{""onu_type"":""HG6145E""}";3;1;1009;14
390416;4;109.9;3566;0.0;"";12;1;1122;11
390420;9;109.9;3566;0.0;"";6;2;1122;11
390422;13;144.9;3565;0.0;"{""rx_signal"":""-20.1"",""tx_signal"":""-21.7"",""model"":""R1v2"",""distance"":""2.4119""}";2;1;915;11
390423;4;109.9;3566;1.0;"";2;1;981;11
390427;81;109.9;3566;0.0;"{""onu_type"":""HG6145E""}";4;1;1009;11
390429;5;144.9;3580;0.0;"";2;1;805;11
390430;7;144.9;3565;0.0;"";6;3;890;11
390432;6;179.9;3569;0.0;"";4;1;890;11
390433;5;144.9;3565;0.0;"";5;1;890;11
390434;9;144.9;4093;0.0;"";0;0;2293;9
390437;6;144.9;3580;0.0;"";5;1;805;11
390439;5;109.9;3566;0.0;"";9;1;890;11
390441;7;109.9;3583;0.0;"";10;3;805;11
390446;5;209.9;3570;0.0;"{""onu_type"":""HG6145E""}";3;1;1009;11
390447;9;144.9;3565;0.0;"";2;1;890;11
390448;5;109.9;3583;0.0;"{""onu_type"":""5506-SFU""}";3;1;805;11
390450;7;179.9;3569;0.0;"{""onu_type"":""HG6145E""}";5;2;930;11
390452;13;109.9;3566;0.0;"{""onu_type"":""5506-01-A1""}";4;3;915;11
390453;4;144.9;3565;0.0;"{""onu_type"":""HG6145E""}";4;1;1009;11
390457;88;109.9;3566;0.0;"";2;1;906;11
390458;4;109.9;4077;0.0;"";2;1;2293;11
390459;6;139.9;4355;0.0;"";2;1;805;11
390461;5;109.9;3583;0.0;"";5;2;805;11
390462;6;109.9;3566;0.0;"";2;1;1122;9
390463;5;139.9;4361;0.0;"";2;1;890;11
390468;4;109.9;3566;0.0;"{""onu_type"":""5506-01-A1""}";3;1;915;11
390473;88;109.9;3583;0.0;"";4;2;805;11
390474;5;144.9;3565;0.0;"";3;1;890;11
390476;7;139.9;4361;0.0;"";10;1;890;11
390478;5;139.9;4355;0.0;"{""interface"":""gpon-onu_1\/1\/14:117"",""onu_type"":""ZTE-F601\r"",""state"":""working"",""distance"":""1582m""}";4;1;805;11
390479;7;144.9;3565;5.0;"";5;1;890;11
390480;5;144.9;3565;0.0;"";4;1;890;11
390484;7;109.9;3566;0.0;"{""onu_type"":""unKnown""}";5;1;1047;11
390486;4;109.9;4077;0.0;"";4;2;2293;11
390488;5;109.9;3566;0.0;"{""rx_signal"":""-17.9"",""tx_signal"":""-18.7"",""model"":""R1v2"",""distance"":""2.2645""}";8;2;915;11
390492;14;0.0;3583;0.0;"";2;1;805;11
390496;4;109.9;3583;0.0;"";3;2;805;11
390500;5;144.9;3565;4.0;"";4;0;890;11
390502;6;109.9;3583;6.0;"{""interface"":""gpon-onu_1\/2\/8:79"",""onu_type"":""ZTE-F601\r"",""state"":""working"",""distance"":""4851m""}";1;0;805;11
390503;5;109.9;3566;0.0;"";2;1;890;11
390504;5;109.9;4077;1.0;"";4;1;2293;11
390505;5;109.9;3566;0.0;"";2;1;1122;11
390507;5;109.9;3583;0.0;"";2;1;805;11
390508;91;109.9;3566;0.0;"{""rx_signal"":""-19.9"",""tx_signal"":""-20.1"",""model"":""R1v2"",""distance"":""2.6286""}";3;1;915;11
390509;9;109.9;3566;0.0;"{""onu_type"":""HG260""}";2;1;1047;11
390511;6;109.9;3583;7.0;"";2;1;805;11
390512;7;109.9;3566;0.0;"{""onu_type"":""5506-SFU""}";4;2;1047;11
390513;88;144.9;3565;5.0;"";2;0;1009;11
390515;4;139.9;4363;0.0;"";2;1;2293;11
390516;4;144.9;3580;0.0;"";3;1;805;11
390518;88;109.9;3566;0.0;"";2;1;906;11
390519;88;109.9;3566;5.0;"";1;0;1009;11
390521;5;139.9;4361;0.0;"";2;1;890;11
390522;6;144.9;3580;0.0;"";3;1;805;11
390523;5;109.9;3566;0.0;"";2;1;990;11
390528;5;139.9;4361;0.0;"{""onu_type"":""HG6145E""}";2;1;1009;11
390531;5;109.9;3583;0.0;"";5;1;805;11
390532;5;139.9;4361;0.0;"";3;1;890;11
390535;5;109.9;3566;5.0;"{""interface"":""gpon-onu_1\/6\/2:63"",""onu_type"":""ZTE-F601\r"",""state"":""working"",""distance"":""8158m""}";2;2;1122;11
390541;6;144.9;4062;0.0;"";5;2;2293;11
390542;4;109.9;3566;0.0;"{""interface"":""gpon-onu_1\/3\/12:77"",""onu_type"":""F670LV9.0\r"",""state"":""working"",""distance"":""2049m"",""ont_rx_power"":-26.012,""rx_signal"":-23.468}";4;1;890;11
390546;7;139.9;4355;0.0;"";2;1;805;11
390549;4;144.9;3565;0.0;"{""onu_type"":""5506-SFU""}";7;2;1047;11
390550;4;144.9;3565;0.0;"";5;3;915;11
390555;10;109.9;3583;0.0;"";3;2;805;11
390561;12;179.9;3569;0.0;"{""onu_type"":""HG6145E""}";6;1;1009;11
390564;7;144.9;3580;0.0;"";6;1;805;11
390565;4;109.9;3566;0.0;"";3;1;1122;11
390566;5;139.9;4355;0.0;"{""temperature"":""39.94"",""voltage"":""3.24"",""rx_signal"":""-19.62"",""tx_signal"":""-22.59"",""model"":""HG260""}";13;2;805;11
390567;7;109.9;4077;0.0;"";3;1;2293;11
390569;9;109.9;3583;0.0;"";3;1;805;11
390571;12;144.9;3580;0.0;"";5;2;805;11
390573;7;139.9;4355;0.0;"";13;2;805;14
390574;5;109.9;3583;0.0;"";4;1;805;11
390578;4;144.9;3565;0.0;"";2;1;1005;11
390579;4;144.9;3565;0.0;"";5;1;890;11
390580;83;144.9;3580;0.0;"";9;2;805;11
390582;7;144.9;3565;0.0;"{""onu_type"":""5506-SFU""}";6;1;1047;11
390584;5;144.9;3580;0.0;"{""onu_type"":""AN5506-SFU""}";6;3;805;11
390586;9;144.9;3565;0.0;"{""onu_type"":""HG6145E""}";2;1;930;11
390587;85;109.9;3566;0.0;"{""onu_type"":""5506-SFU""}";2;1;947;11
390588;5;109.9;3566;0.0;"";4;1;1122;11
